PassengerId,Surived
892,0.3339729803497028
893,0.33204126901866177
894,0.3383020917419768
895,0.3359142430754101
896,0.33805631502677674
897,0.33722464783145284
898,0.3335070586586654
899,0.36841737509284483
900,0.3325752152765906
901,0.3596065364199694
902,0.33412813227281823
903,0.3763038296672148
904,0.5073832097326854
905,0.3763038296672148
906,0.4582478070784176
907,0.38031261989690057
908,0.3445046742539122
909,0.3325654309210788
910,0.3341961568397097
911,0.3325654309210788
912,0.45411275207046065
913,0.3231207323220597
914,0.3895436934005791
915,0.4587235131249668
916,0.7250908089048327
917,0.34951333243256427
918,0.460121278198079
919,0.3325654309210788
920,0.3867870677155563
921,0.3551179136997755
922,0.3763038296672148
923,0.37295904451185274
924,0.349594030935109
925,0.3543253826080336
926,0.45026889811940213
927,0.3325752152765906
928,0.3344873578966081
929,0.3359142430754101
930,0.33786529015662925
931,0.44734710319490656
932,0.34698966759306016
933,0.37758511431756764
934,0.3340214362055707
935,0.34601891974978377
936,0.4381647185079415
937,0.3341961568397097
938,0.3849233809514067
939,0.333788475360052
940,0.493463799212943
941,0.3446190273372432
942,0.4555105171435729
943,0.3507557126217155
944,0.35358482321574974
945,0.7125755922112601
946,0.3520274458774021
947,0.35968082004826785
948,0.33412813227281823
949,0.3335555145145333
950,0.3532407059608635
951,0.9269650282620425
952,0.33412813227281823
953,0.3471837239773773
954,0.333788475360052
955,0.33373023514867234
956,0.7250908089048327
957,0.3646557873912798
958,0.33408946077246215
959,0.4145094083322816
960,0.3822152111222518
961,0.7125755922112601
962,0.333788475360052
963,0.33412813227281823
964,0.3341961568397097
965,0.38031261989690057
966,0.8084461981044038
967,0.8084461981044038
968,0.3344873578966081
969,0.3624223714597543
970,0.34601891974978377
971,0.333788475360052
972,0.3434305632836772
973,0.8323927093369621
974,0.3763038296672148
975,0.33412813227281823
976,0.3406801560530317
977,0.3494066363653167
978,0.33408946077246215
979,0.3344873578966081
980,0.333788475360052
981,0.35751736848722576
982,0.34811556735945204
983,0.3338467155714317
984,0.4013097618295982
985,0.3344873578966081
986,0.3763038296672148
987,0.3338951714272996
988,0.49942363652384786
989,0.3341961568397097
990,0.3340312205610825
991,0.3344873578966081
992,0.444891462922294
993,0.3763038296672148
994,0.333788475360052
995,0.3338467155714317
996,0.3312060242086987
997,0.36820844028544
998,0.33395341163867925
999,0.333788475360052
1000,0.3360307234981695
1001,0.34601891974978377
1002,0.35078483272740535
1003,0.33385649992694344
1004,0.38953414200591285
1005,0.3327012470940162
1006,0.8323927093369621
1007,0.3494066363653167
1008,0.33073086426261905
1009,0.34607236155132576
1010,0.49101771033499664
1011,0.3763038296672148
1012,0.35242534300154804
1013,0.333788475360052
1014,0.45026889811940213
1015,0.3326236711324585
1016,0.333788475360052
1017,0.3532407059608635
1018,0.3338951714272996
1019,0.3579715354291266
1020,0.34601891974978377
1021,0.3344873578966081
1022,0.3344873578966081
1023,0.3821278508051823
1024,0.355467089565327
1025,0.33073086426261905
1026,0.33412813227281823
1027,0.3340312205610825
1028,0.3325654309210788
1029,0.34601891974978377
1030,0.3344873578966081
1031,0.38375221509888346
1032,0.38375221509888346
1033,0.668786171215943
1034,0.7250908089048327
1035,0.3763038296672148
1036,0.37758511431756764
1037,0.34535638552370695
1038,0.4365533283394886
1039,0.3344873578966081
1040,0.37758511431756764
1041,0.3629673717900353
1042,0.50946028863133
1043,0.33412813227281823
1044,0.3344873578966081
1045,0.3378670182453925
1046,0.3620213855003058
1047,0.3333225536690146
1048,0.8323927093369621
1049,0.3340312205610825
1050,0.37758511431756764
1051,0.34075860833108645
1052,0.3337495708988504
1053,0.3434305632836772
1054,0.3471837239773773
1055,0.33204126901866177
1056,0.34601891974978377
1057,0.3557461174138127
1058,0.43336945246378455
1059,0.36936579627586485
1060,0.38031261989690057
1061,0.3366131256119662
1062,0.3333225536690146
1063,0.3325654309210788
1064,0.34811556735945204
1065,0.3325752152765906
1066,0.3620213855003058
1067,0.3865840527688766
1068,0.40134712056047506
1069,0.444891462922294
1070,0.3799158238302868
